LOCID,LOC_with_putative_gene_name
LOC121426730,LOC121426730:Boule
LOC121426478,LOC121426478:Cir
LOC121426479,LOC121426479:Snf8
LOC121426175,LOC121426175:none
LOC121426764,LOC121426764:Golga4
LOC121426393,LOC121426393:GhdcL7
LOC121426394,LOC121426394:GhdcL-2
LOC121426741,LOC121426741:Atxn10
LOC121426251,LOC121426251:Usp40
LOC121426088,LOC121426088:Sri
LOC121426837,LOC121426837:none
LOC121426461,LOC121426461:none
LOC121426302,LOC121426302:Sult1a4
LOC121426312,LOC121426312:B4galt6-6
LOC121426832,LOC121426832:C10orf97L
LOC121426781,LOC121426781:PolppL-51
LOC121426291,LOC121426291:Hypp-2678
LOC121426735,LOC121426735:Mpsk1
LOC121425961,LOC121425961:Hypp-1706
LOC121426336,LOC121426336:none
LOC121426704,LOC121426704:Akrf-1
LOC121425963,LOC121425963:Inpp1
LOC121425878,LOC121425878:Grb14
LOC121426952,LOC121426952:Tmem106L
LOC121426761,LOC121426761:Ccdc44
LOC121426485,LOC121426485:Hdac4
LOC121426412,LOC121426412:none
LOC121426631,LOC121426631:Cdc2l5
LOC121426348,LOC121426348:none
LOC121426788,LOC121426788:Aaas
LOC121425880,LOC121425880:PdfrL2
LOC121426463,LOC121426463:PdfrL1
LOC121426917,LOC121426917:none
LOC121426066,LOC121426066:Afi
LOC121426076,LOC121426076:Adi
LOC121426077,LOC121426077:QrfprL
LOC121426371,LOC121426371:Tarbp2L
LOC121426758,LOC121426758:P4ha1
LOC121426403,LOC121426403:DispLA
LOC121426334,LOC121426334:My1d/My1e
LOC121426238,LOC121426238:Cbr1-1
LOC121426239,LOC121426239:Cbr1-1
LOC121425947,LOC121425947:Acly-1
LOC121425974,LOC121425974:Dpy19l1
LOC121425885,LOC121425885:Csmd2L
LOC121425883,LOC121425883:Cyp2L40
LOC121425884,LOC121425884
LOC121426938,LOC121426938:none
LOC121426060,LOC121426060:Surreal/Gpcr117
LOC121426210,LOC121426210:Akrf-3
LOC121425917,LOC121425917:Galr2L-17
LOC121425937,LOC121425937:Lrrfip2
LOC121426353,LOC121426353:Klp6L2
LOC121426350,LOC121426350:Cytb561-1
LOC121426131,LOC121426131:Arp2/3cs2
LOC121426081,LOC121426081:Psme3
LOC121426797,LOC121426797:Glrx-1
LOC121426208,LOC121426208
LOC121426117,LOC121426117:SelpL
LOC121425983,LOC121425983:FormL2iB
LOC121426541,LOC121426541:C1galt1-3
LOC121426817,LOC121426817:NA
LOC121426244,LOC121426244:Slc11a2-1
LOC121426642,LOC121426642:Sorc
LOC121426047,LOC121426047:Hypp-105
LOC121426493,LOC121426493:none
LOC121426862,LOC121426862:Galnt1-1
LOC121426447,LOC121426447:Ankzf1-2
LOC121425881,LOC121425881:SF3B1
LOC121425882,LOC121425882:HspD1
LOC121426365,LOC121426365:Prei3l
LOC121426108,LOC121426108:Cs
LOC121426196,LOC121426196:Gtub2f
LOC121426466,LOC121426466:Hypp-2607
LOC121426149,LOC121426149:Hypp-2607
LOC121426151,LOC121426151:none
LOC121426550,LOC121426550:Slsp-7
LOC121426622,LOC121426622:BetaLi
LOC121425867,LOC121425867:BetaDi
LOC121426828,LOC121426828:Acel-1
LOC121426392,LOC121426392:UdpN-act-a-Dgalspp
LOC121425989,LOC121425989:Acaa1b-1
LOC121426225,LOC121426225:Glb1
LOC121426138,LOC121426138:Hypp-1725
LOC121426139,LOC121426139:Med16
LOC121425922,LOC121425922:Hypp-1699
LOC121425907,LOC121425907:Hypp-1699
LOC121425911,LOC121425911:Hypp-1699
LOC121425912,LOC121425912:Hypp-1699
LOC121426049,LOC121426049:Olah
LOC121426048,LOC121426048:Hypp-975
LOC121426723,LOC121426723:Unk-6
LOC121426192,LOC121426192:none
LOC121426044,LOC121426044:none
LOC121426046,LOC121426046:Wdr75
LOC121426857,LOC121426857:none
LOC121425992,LOC121425992:Selp
LOC121426533,LOC121426533:Hypp-811
LOC121426288,LOC121426288:Galnt11
LOC121426055,LOC121426055:Cycs-2
LOC121426129,LOC121426129:Rpa3
LOC446174,LOC446174:BetaCi
LOC121426170,LOC121426170:Pms1
LOC121425901,LOC121425901:Sult1c-2
LOC121425902,LOC121425902:Pms1
LOC121426253,LOC121426253:Sult1c-2
LOC121426512,LOC121426512:Rndl1
LOC121426548,LOC121426548:Glcci1L
LOC121426453,LOC121426453:Glcci1L
LOC121426853,LOC121426853:NA
LOC121426152,LOC121426152:Dbi
LOC121426672,LOC121426672:Sec22-2
LOC121426464,LOC121426464
LOC121425872,LOC121425872:Siatf
LOC121426209,LOC121426209:Crhr1-1
LOC121426537,LOC121426537:Crhr2L-1
LOC121426706,LOC121426706:NeuroD
LOC121426308,LOC121426308:Hypp-124
LOC121425998,LOC121425998:Hypp-124
LOC446176,LOC446176:Api
LOC121426000,LOC121426000:Klhl10
ribo-LOC121426197,ribo-LOC121426197:Mrpl17
LOC121426542,LOC121426542:Wdr12
LOC121426424,LOC121426424:Hypp-838
LOC121426423,LOC121426423:Ttll4-2
LOC121426523,LOC121426523:none
LOC121426255,LOC121426255:Phospho2
LOC121426247,LOC121426247:Tmem106L
LOC121426147,LOC121426147:Ormdl2
LOC121426145,LOC121426145:none
LOC121426708,LOC121426708:Adra1dL
LOC121426929,LOC121426929:Lrp1L-3
LOC121426098,LOC121426098:Lsm12L
LOC121426113,LOC121426113:Hypp-930
LOC121426062,LOC121426062:Hypp-2033
LOC121425866,LOC121425866:Rab18
LOC121426296,LOC121426296:Act-4
LOC121426069,LOC121426069:CerklL
LOC121426004,LOC121426004:Aki
LOC121426372,LOC121426372:none
LOC121426345,LOC121426345:Bloc1S1
LOC121426346,LOC121426346:Aci-1
LOC121426050,LOC121426050:Drak
LOC121426035,LOC121426035:Hecw2
LOC121426342,LOC121426342:none
LOC121426887,LOC121426887:Pdia4
LOC121426886,LOC121426886:Hypp-1794
LOC121426812,LOC121426812:none
LOC121426271,LOC121426271:Oprk1L-1
LOC121426107,LOC121426107:Pkd2L1
LOC121426090,LOC121426090:none
LOC121426140,LOC121426140:Rif1L
LOC121426009,LOC121426009:Kcnh7
LOC121426010,LOC121426010:Kcnh7
LOC121426457,LOC121426457:Hypp-365
LOC121426028,LOC121426028:Abcf2
LOC121426156,LOC121426156:Pcdp1
LOC121426360,LOC121426360:Hypp-2786
LOC121426105,LOC121426105:Xrcc2
LOC121426104,LOC121426104:Gtf3c4L
LOC121425934,LOC121425934:Soat1
LOC121426916,LOC121426916:none
LOC121426358,LOC121426358:Insig1-1
LOC121426629,LOC121426629:Hao1-9
LOC121426522,LOC121426522:Nlr50
LOC121426030,LOC121426030:Hypp-268
LOC121425933,LOC121425933:Htr1L
LOC121426201,LOC121426201:Ptpn3/4
LOC121426600,LOC121426600:Tmem177
LOC121426310,LOC121426310:Epb4.1L5
LOC121426919,LOC121426919:Z310-1
LOC121426043,LOC121426043:Hypp-78
LOC121426467,LOC121426467:Hypp-94
LOC121426059,LOC121426059:Ndufs1-1
LOC121426058,LOC121426058:Ndufs1-1
LOC121426558,LOC121426558:Hcn2
LOC121426159,LOC121426159:Mut
LOC121426718,LOC121426718:Hypp-3037
LOC121425932,LOC121425932:Msl1L
LOC121426802,LOC121426802:none
LOC121425942,LOC121425942:Ahi
LOC121426227,LOC121426227:Ccdc132-1
LOC121426939,LOC121426939:Hypp-68
LOC121426017,LOC121426017:Sspo-1
LOC121426264,LOC121426264:Ddx42-1
LOC121425860,LOC121425860:Tex10L
LOC121426160,LOC121426160:Prkag2
LOC121426525,LOC121426525:Unk-26
LOC121426188,LOC121426188
LOC121426438,LOC121426438:Ccdc47
LOC121426364,LOC121426364:Zmynd11
LOC121426019,LOC121426019
LOC121426491,LOC121426491:Bmi1L
LOC121426185,LOC121426185:Bmi1
LOC121426406,LOC121426406:none
LOC121426431,LOC121426431:Wasf2
LOC121426634,LOC121426634:Mobkl3
LOC121426373,LOC121426373:Ndufa10
LOC121426130,LOC121426130:Snx13
LOC121426037,LOC121426037:Acmsd
LOC121426323,LOC121426323:Rqcd1
LOC121426874,LOC121426874:Abcb6
LOC121426905,LOC121426905:Hpcl
LOC121426906,LOC121426906
LOC121426907,LOC121426907:none
LOC121426486,LOC121426486:Ccdc93
LOC121426949,LOC121426949:Scap
LOC121426709,LOC121426709:Coasy
LOC121426527,LOC121426527:Hypp-1496
LOC121426293,LOC121426293:Senp1L
LOC121426434,LOC121426434:GpcrL5
LOC121426926,LOC121426926:Hypp-2607
LOC121426022,LOC121426022:C1galt1
LOC121426746,LOC121426746:Hypp-2268
LOC121426858,LOC121426858:none
LOC121426094,LOC121426094:Wipf1L
LOC121426193,LOC121426193:Hypp-2455
LOC121425919,LOC121425919:Brca1L
LOC121426560,LOC121426560:Nfxl1-2
LOC121426561,LOC121426561:C7orf63
LOC121426114,LOC121426114:Gpr155
LOC121426892,LOC121426892:Narg2L
LOC121426893,LOC121426893:Sfrs10
LOC121426932,LOC121426932:Reck
LOC121426101,LOC121426101:Retsat
LOC121426362,LOC121426362:Slsp-4
LOC121426093,LOC121426093:Prpf40a
LOC121426443,LOC121426443:none
LOC121426333,LOC121426333:Psmc3ip
LOC121426216,LOC121426216:Pip4k2b
LOC121426465,LOC121426465:Cpvl
LOC121426503,LOC121426503
LOC121425950,LOC121425950:C10orf97L-1
LOC121426378,LOC121426378:Ugt8-1
LOC121426301,LOC121426301:Ugt1L-1
LOC121426324,LOC121426324:Snap47
LOC121426249,LOC121426249:Nek10
LOC121425944,LOC121425944:Eaf2L
LOC121425945,LOC121425945:Jak-1
LOC121425946,LOC121425946:Pnkd
LOC121426071,LOC121426071:Asns
LOC121427744,LOC121427744:Gtpbp4L
LOC121427360,LOC121427360:Morn1
LOC121428188,LOC121428188:Qprt
LOC121427741,LOC121427741:Adora2bL-6
LOC121428193,LOC121428193:Arsb
LOC121427548,LOC121427548:Arsb
LOC121427419,LOC121427419:Arsb
LOC121427401,LOC121427401:Cophs7b
LOC121427608,LOC121427608:Fbxw7L-1
LOC121428061,LOC121428061:NA
LOC121428166,LOC121428166:Kif1a-1
LOC121427367,LOC121427367:Alox5
LOC121428124,LOC121428124:NA
LOC121428113,LOC121428113:Ube4B
LOC121428148,LOC121428148:Hypp-1109
LOC121427835,LOC121427835:Hypp-1109
LOC121427616,LOC121427616:Chrna7L
LOC121427657,LOC121427657:EceL3
LOC121427838,LOC121427838:Camta1L
LOC121428055,LOC121428055:Hypp-9771
LOC121427625,LOC121427625:Gpiasp
LOC121428196,LOC121428196:Cdc42
LOC121427599,LOC121427599:Dnl3
LOC121427403,LOC121427403:Ftsf1l
LOC121427342,LOC121427342:Bms1l1
LOC121427381,LOC121427381:Tep1L-2
LOC121427537,LOC121427537:Npl
LOC121427539,LOC121427539:Sumf2
LOC121427645,LOC121427645:Vps13d-3
LOC121428177,LOC121428177:Sstr4L-2
LOC121427336,LOC121427336:Slc2a1
LOC121427730,LOC121427730:Wap/Wap-1
LOC121427591,LOC121427591:Slc7a4-3
LOC121427574,LOC121427574:Slc7a4-1
LOC121427527,LOC121427527:Camta1L
LOC121428229,LOC121428229:Gpiasp
LOC121428110,LOC121428110:Cdc42
LOC121427855,LOC121427855:C2gnt3-1
LOC121427369,LOC121427369:Dnl3
LOC121427478,LOC121427478:Ftsf1l
LOC121427661,LOC121427661:Fum1
LOC121427204,LOC121427204:Bms1l1
LOC121427427,LOC121427427:Hypp-1992
LOC121427998,LOC121427998:Hypp-1992
LOC121427455,LOC121427455:Tep1L-2
LOC121428171,LOC121428171:Npl
LOC121428096,LOC121428096:Sumf2
LOC121428027,LOC121428027:Vps13d-3
LOC121427862,LOC121427862:Sstr4L-2
LOC121427863,LOC121427863:Slc2a1
LOC121427864,LOC121427864:Wap/Wap-1
LOC121427737,LOC121427737:Slc7a4-3
LOC121427738,LOC121427738:Slc7a4-1
LOC121427824,LOC121427824:Dnajc16
LOC121427383,LOC121427383:Cstf1
LOC121427382,LOC121427382:Nsun5
LOC121428178,LOC121428178:Hypp-3065
LOC121427791,LOC121427791:none
LOC121427258,LOC121427258:Hypp-90
LOC121427372,LOC121427372:MibL16
LOC121427412,LOC121427412:Frap-1
LOC121427593,LOC121427593:Pex10
LOC121427710,LOC121427710:Hypp-2154
LOC121427420,LOC121427420:Trim36/46
LOC121427365,LOC121427365:B4galt6
LOC121427628,LOC121427628:Hypp-2588
LOC121428008,LOC121428008:Dnajc16
LOC121427786,LOC121427786:Cstf1
LOC121427715,LOC121427715:Nsun5
LOC121427890,LOC121427890:Hypp-3065
LOC121427746,LOC121427746:none
LOC121427845,LOC121427845:Hypp-90
LOC121427900,LOC121427900:MibL16
LOC121427547,LOC121427547:Frap-1
LOC121427902,LOC121427902:Frap-1
LOC121427576,LOC121427576:Pex10
LOC121427252,LOC121427252:Hypp-2154
LOC121427255,LOC121427255:Trim36/46
LOC121427513,LOC121427513:Hypp-2588
LOC121427434,LOC121427434:FoxJ2-1
LOC121427256,LOC121427256:Gmps
LOC121427462,LOC121427462:Ppp1r7
LOC121427759,LOC121427759:Hyal1-2
LOC121427624,LOC121427624:none
LOC121428217,LOC121428217:NclL-2
LOC121427435,LOC121427435:D2hgdh
LOC121427422,LOC121427422:Ure
LOC121427334,LOC121427334:none
LOC121427495,LOC121427495:Pabpc1
LOC121428060,LOC121428060:B3galt5-6
LOC121427667,LOC121427667:Tmco4
LOC121427500,LOC121427500:Def8
LOC121427911,LOC121427911:Hemic1
LOC121427332,LOC121427332:Slc12a9-1
LOC121427649,LOC121427649:Srbeta
LOC121427540,LOC121427540:none
LOC121427798,LOC121427798:Sdf4
LOC121427487,LOC121427487:Gigyf2-1
LOC121427778,LOC121427778:Mad2b
LOC121427714,LOC121427714:FAD-dep-OxRdtase
LOC121427461,LOC121427461:Aldh4a1
LOC121427388,LOC121427388:Hypp-1420
LOC121427515,LOC121427515:Pi3kcbL
LOC121427516,LOC121427516:Abcg9
LOC121427488,LOC121427488:NA
LOC121427393,LOC121427393:NA
LOC121427603,LOC121427603:Veph1-1
LOC121428057,LOC121428057:Cyp2L60
LOC121427257,LOC121427257:Pde6d
LOC121427378,LOC121427378:Ndufb5
LOC121427431,LOC121427431:Hypp-12
LOC121427568,LOC121427568:Dullardh
LOC121427842,LOC121427842:CapZB
LOC121428161,LOC121428161:Hln
LOC121427651,LOC121427651:Slc7a2
LOC121427727,LOC121427727
LOC121427394,LOC121427394:none
LOC446199,LOC446199:Dsh
LOC121428206,LOC121428206:Kiaa1720
LOC121427688,LOC121427688:Gcnt2
LOC121427481,LOC121427481:Alpl
LOC121427507,LOC121427507:Hypp-469
LOC121427581,LOC121427581:Alpl
LOC121427582,LOC121427582:NA
LOC121427201,LOC121427201:none
LOC121428220,LOC121428220:Plscrl
LOC121427634,LOC121427634:none
LOC121427391,LOC121427391:Gabarap
LOC121428230,LOC121428230:122B-1
LOC121427559,LOC121427559:Gch1-1
LOC121428187,LOC121428187:Slc17a5-7
LOC121427639,LOC121427639:Slc45a2-1
LOC121427631,LOC121427631:NA
LOC121427564,LOC121427564:Lactb3
LOC121427563,LOC121427563:Slc16a12-8
LOC121427181,LOC121427181:Hypp-800
LOC121427384,LOC121427384:Fbxo42
LOC121427248,LOC121427248:TardbpL1
LOC121427218,LOC121427218:Abcb1b
LOC121428018,LOC121428018:Pkci
LOC121427666,LOC121427666:Hypp-2414
LOC121428104,LOC121428104:Sh2d5
LOC121427470,LOC121427470:Z28
LOC121427627,LOC121427627:Dcaf17
LOC121427250,LOC121427250:Agrin-2
LOC121427533,LOC121427533:Agrin/Nt
LOC121427928,LOC121427928
LOC121427421,LOC121427421:Gps2
ribo-LOC121427560,ribo-LOC121427560:Rpl22
LOC121428224,LOC121428224:Atp13a3-2
LOC121427191,LOC121427191:Unk-30
LOC121427607,LOC121427607:Chordin
LOC121427552,LOC121427552:Npr1-6
LOC121427553,LOC121427553:none
LOC121427592,LOC121427592:Sec62h
LOC121427343,LOC121427343:Ptchd2
LOC121427428,LOC121427428:Gtpbp4L
LOC121427432,LOC121427432:none
LOC121427811,LOC121427811:Sas10
LOC121427452,LOC121427452:Lrrc34-1
LOC121427670,LOC121427670:Pex14
LOC121428037,LOC121428037:none
LOC121427480,LOC121427480:Hypp-2102
LOC121427355,LOC121427355:Clcn6
LOC121427663,LOC121427663:none
LOC121428199,LOC121428199:none
LOC121427993,LOC121427993:Slc25a11
LOC121427587,LOC121427587:none
LOC121427220,LOC121427220:Wdr33
LOC121427532,LOC121427532:Ssu72
LOC121427203,LOC121427203:Atp13a3-1
LOC121427761,LOC121427761
LOC121427934,LOC121427934
LOC121427829,LOC121427829:CalsynteninL1
LOC121427662,LOC121427662:CalsynteninL1
LOC121427486,LOC121427486:AcpL2
LOC121427328,LOC121427328:Slc25a36
LOC121427339,LOC121427339:Efhdc2
LOC121427402,LOC121427402:Fhad1L-1
LOC121427414,LOC121427414:Z17
ribo-LOC121427415,ribo-LOC121427415:Mrpl20l
LOC121427175,LOC121427175:Ube2j2
LOC121427177,LOC121427177:B3galt6-1
LOC121427672,LOC121427672:B3galt6
LOC121427935,LOC121427935:Hypp-2983
LOC121427831,LOC121427831:Megf6
LOC121427906,LOC121427906:Cycl1
LOC121427708,LOC121427708:Ilkap
LOC121427671,LOC121427671:Icmt
LOC121427348,LOC121427348:Rnf207
LOC121427544,LOC121427544:Hps3L
LOC121428136,LOC121428136:Cspe9L1a
LOC121427213,LOC121427213:GbA
LOC121428168,LOC121428168:Zmynd12
LOC121427509,LOC121427509:Ccdc150L
LOC121427606,LOC121427606:Slc35e2
LOC121427330,LOC121427330:C-lectin
LOC121427997,LOC121427997:Sco1
LOC121428209,LOC121428209:Ankrd49
LOC121428210,LOC121428210:none
LOC121428080,LOC121428080:Tmed6
LOC121427615,LOC121427615:Adprh-1
LOC121427251,LOC121427251:Ddost
LOC121427430,LOC121427430:Scly
LOC121427679,LOC121427679:Hypp-1265
LOC121427802,LOC121427802:Pex5
ribo-LOC121427804,ribo-LOC121427804:none
LOC121427784,LOC121427784:Plscrl
LOC121427728,LOC121427728:none
LOC121427333,LOC121427333:M6pr
LOC121427170,LOC121427170:Oxch-1
LOC121427223,LOC121427223:Mthfr
LOC121427224,LOC121427224:Abcb1-2
LOC121427352,LOC121427352:CspeN2a
LOC121427222,LOC121427222:Rlp2
LOC121427429,LOC121427429:C1galt1-2
LOC121427546,LOC121427546:Hypp-3068
LOC121427453,LOC121427453:Manba
LOC121427259,LOC121427259:Ing4
LOC121427416,LOC121427416:Neurl4-2
LOC121427604,LOC121427604:Psmc2
LOC121427501,LOC121427501:Hypp-830
LOC121427502,LOC121427502:Hypp-830
LOC121427757,LOC121427757
LOC121427239,LOC121427239
LOC121427335,LOC121427335:MibL8
LOC121427659,LOC121427659:MibL8
LOC121427209,LOC121427209:none
LOC121427521,LOC121427521:KazL
LOC121427156,LOC121427156:Clc2
LOC121427409,LOC121427409:B3galt1-9
ribo-LOC121427691,ribo-LOC121427691:none
LOC121427690,LOC121427690:Ddx19a
LOC121427408,LOC121427408:Fut
LOC121427830,LOC121427830:Lrrc47
LOC121427260,LOC121427260:Cdc2l1-1
LOC121427458,LOC121427458:Tprg1L
LOC121428073,LOC121428073:Wdr8
ribo-LOC121428074,ribo-LOC121428074:none
LOC121428075,LOC121428075:Dnajc11
LOC121427356,LOC121427356:Lpp
LOC121428222,LOC121428222:Exoc8
LOC121428223,LOC121428223:Actinfilin
LOC121427570,LOC121427570:Hdlbp
LOC121427623,LOC121427623:none
LOC121427447,LOC121427447:Tpi1
LOC121428146,LOC121428146:Hypp-830
LOC121427485,LOC121427485:none
LOC121427590,LOC121427590:none
LOC121427777,LOC121427777:NA
LOC121427376,LOC121427376:Eno
LOC121427374,LOC121427374:Msp130r1
LOC121427492,LOC121427492:NA
LOC121427957,LOC121427957:Endrvt95
LOC121427225,LOC121427225:Armc9-1
LOC121427406,LOC121427406:Rere
LOC121427584,LOC121427584:Lpcat3-2
LOC121428207,LOC121428207:Kiaa1751L-2
LOC121427735,LOC121427735:Arsj
LOC121427978,LOC121427978:Pla2L
LOC121427977,LOC121427977:Pla2L
LOC121427449,LOC121427449:DhpmdL5
LOC121427442,LOC121427442:Tmem45a
LOC121427437,LOC121427437:Atad3
LOC121427418,LOC121427418:NA
LOC121427577,LOC121427577:Hypp-2801
LOC121427602,LOC121427602:Apod
LOC121427618,LOC121427618:Apod
LOC121427770,LOC121427770:none
LOC121427345,LOC121427345:none
LOC121428216,LOC121428216:Xrn1
LOC121427749,LOC121427749:Hypp-3117
LOC121427734,LOC121427734:Lpcat3-1
LOC121427359,LOC121427359:Alox-4
LOC121427665,LOC121427665:RtL-58
LOC121427632,LOC121427632:Exosc10
LOC121428082,LOC121428082:Oprs1-1
LOC121428219,LOC121428219:Vamp1
LOC121428077,LOC121428077:none
LOC121427643,LOC121427643:Plod2
LOC121427964,LOC121427964:Tlr116
LOC121427484,LOC121427484:Hypp-2007
LOC121427389,LOC121427389:Phdc
LOC121427561,LOC121427561:NpL/Vwa
LOC121427782,LOC121427782:Alg3
LOC121427585,LOC121427585:Tmem201
LOC121427327,LOC121427327:Nadk
LOC121428198,LOC121428198:Ahctf1L
LOC121427329,LOC121427329:none
LOC121427366,LOC121427366:Kiaa0090L
LOC121427464,LOC121427464:Ttc36L
LOC121428170,LOC121428170:Ttc36L
LOC121427979,LOC121427979:none
LOC121427362,LOC121427362:SnrpB
LOC121427361,LOC121427361:Ppih
LOC121428202,LOC121428202:Msy
LOC121428155,LOC121428155:Eif5A
LOC121427424,LOC121427424:Phc2L-1
LOC121427221,LOC121427221:Tmem189
LOC121427184,LOC121427184:Tmem47
LOC121427567,LOC121427567:Transop
LOC121427769,LOC121427769:Abcb4a
LOC121427368,LOC121427368:Eif4Gg
LOC121427685,LOC121427685:none
LOC121428129,LOC121428129:Fut
LOC121427955,LOC121427955:Nudt8
LOC121427451,LOC121427451:Sdhb
LOC121427210,LOC121427210:Usp48
LOC121427211,LOC121427211:Spcs1
LOC121427799,LOC121427799:Slc10a2-10
LOC121427269,LOC121427269:Dis3l2-1
LOC121427617,LOC121427617:none
LOC121427583,LOC121427583:Z56
LOC121427622,LOC121427622:none
LOC121428131,LOC121428131:Hypp-2273
LOC121428132,LOC121428132:Fng
LOC121427684,LOC121427684:Yeats4
LOC121427713,LOC121427713:none
LOC121427765,LOC121427765:Nup43-1
LOC121427425,LOC121427425:none
LOC121427800,LOC121427800:Rev1
LOC121427471,LOC121427471:NA
LOC121427214,LOC121427214:Hypp-1980
LOC121427275,LOC121427275:Pde9a
LOC121427726,LOC121427726:none
LOC121427506,LOC121427506:Spry/Socscp
LOC121428058,LOC121428058:Dj1p
LOC121427489,LOC121427489:Otud3-1
LOC121428045,LOC121428045:Spag7L
LOC121427518,LOC121427518:Pik3r4
LOC121427579,LOC121427579:MibL10
LOC121427575,LOC121427575:HesC
LOC121427249,LOC121427249
LOC121427410,LOC121427410:Srm
LOC121427261,LOC121427261:Myo-ino2dhl
LOC121428157,LOC121428157:Noc2L
LOC121427573,LOC121427573
LOC121427543,LOC121427543:Gbf1L
LOC121427390,LOC121427390:Lrrc23
LOC121428011,LOC121428011:Chz10L
LOC121427231,LOC121427231:Tmem107
LOC121427230,LOC121427230:Copb2
LOC121427232,LOC121427232
LOC121427530,LOC121427530:Lactb3
LOC121428102,LOC121428102:none
LOC121427557,LOC121427557:Plekhg5
LOC121427558,LOC121427558:Plekhg5
LOC121427541,LOC121427541:Cda
LOC121427756,LOC121427756:NA
LOC121427286,LOC121427286:Hypp-1166
LOC121428026,LOC121428026:Fbxo6
LOC121427776,LOC121427776:Clect-70
LOC121427153,LOC121427153:Pink1
LOC121427417,LOC121427417:SpenL
LOC121427237,LOC121427237:Pink1
LOC121427695,LOC121427695:Rhogef10
LOC121427556,LOC121427556:C7orf25
LOC121427555,LOC121427555:Rcc2
LOC121427605,LOC121427605:Ssr3
LOC121427475,LOC121427475:Chd3
LOC121427477,LOC121427477:Pla2-1
LOC121427476,LOC121427476:none
LOC121427288,LOC121427288:Ldlaf
LOC121427289,LOC121427289:Hspg2
LOC121427620,LOC121427620:Tfiihp44
LOC121427597,LOC121427597:none
LOC121427534,LOC121427534:Lekr1L
LOC121427399,LOC121427399:CopineL-1
LOC121427780,LOC121427780:Hypp-1161
LOC121427290,LOC121427290:Hypp-1161
LOC121428010,LOC121428010:Setd8l-4
LOC121428107,LOC121428107:Glce
LOC121428108,LOC121428108:Glce
LOC121427820,LOC121427820:Agxt
LOC121427511,LOC121427511:Plscrl-3
LOC121427227,LOC121427227:Dhps-3
LOC121427807,LOC121427807:Cyp2L18
LOC121428093,LOC121428093:Cyp2L18
LOC121427179,LOC121427179:Plch
LOC121427244,LOC121427244:Smg8
LOC121427243,LOC121427243:MaoaL
LOC121427792,LOC121427792:Slc16a14L-7
LOC121427162,LOC121427162:GramarL2
LOC121427637,LOC121427637:UbiadL
LOC121427351,LOC121427351:Ece1/2
LOC121427596,LOC121427596:MmeL
LOC121427549,LOC121427549:Lzic
LOC121427208,LOC121427208:Nphp4
LOC121427887,LOC121427887:Slc25a35
LOC121427674,LOC121427674:none
LOC121427970,LOC121427970:Hypp2824
LOC121427523,LOC121427523:Hypp-3009
LOC121427370,LOC121427370:Nop2
LOC121427371,LOC121427371:Nop2
LOC121427234,LOC121427234:Acap2
LOC121427832,LOC121427832:Glt8d1
LOC121428046,LOC121428046:Alpl-4
LOC121427291,LOC121427291:none
LOC121427619,LOC121427619:Abcb4b
LOC121427510,LOC121427510:Kiaa0562L
LOC121427520,LOC121427520:Tcf19L
LOC121427443,LOC121427443:Scrnph1
LOC121427238,LOC121427238:Naalad2L-5
LOC121427764,LOC121427764:Myo-ino2dhl
LOC121428160,LOC121428160:C3orf33L
LOC121427466,LOC121427466:Gapdh
LOC121427196,LOC121427196:Crocc-4
LOC121427497,LOC121427497:Z185
LOC121427344,LOC121427344:Psmb6L
LOC121427621,LOC121427621:Xxylt1L2
LOC121427463,LOC121427463:ClvhH2a
LOC121427460,LOC121427460:Xxylt1L1
LOC121427499,LOC121427499:Miip
LOC121427473,LOC121427473:Akrf
LOC121427445,LOC121427445:Abcf3
LOC121427226,LOC121427226:Ttll10L-2
LOC121427423,LOC121427423:Pgd
LOC121428153,LOC121428153:Hypp-2726
LOC121428183,LOC121428183:Btub1
LOC121427346,LOC121427346:Btub3
LOC121427468,LOC121427468:Btub1
LOC121427398,LOC121427398:Hypp-3097
LOC121427186,LOC121427186:Ncapd2-2
LOC121427704,LOC121427704:Mglur8
LOC121427479,LOC121427479:Z155
LOC121427444,LOC121427444:Polrmt-1
LOC121427805,LOC121427805:Polr2dL
LOC121427491,LOC121427491:none
LOC121427589,LOC121427589:none
LOC121427588,LOC121427588:Isot
LOC121427426,LOC121427426:Phb2L
LOC121427626,LOC121427626:Hypp3146
LOC121427522,LOC121427522:HesA
LOC121427646,LOC121427646:Opa1L(N-term)
LOC121427648,LOC121427648:NclL
LOC121427405,LOC121427405:Mlf2
LOC121427395,LOC121427395:Hypp-2295
LOC121427446,LOC121427446:Alox5-9
LOC121427459,LOC121427459:Odadc2L1
LOC121427767,LOC121427767:NA
LOC121427918,LOC121427918:Slc10a2-9
LOC121427676,LOC121427676:Hypp-2307
LOC121427155,LOC121427155:Lrr/Igr
LOC121427526,LOC121427526:Klhl9
LOC121428069,LOC121428069
LOC121428005,LOC121428005:Rap1gap
LOC121427601,LOC121427601:Fem1bL
LOC121427448,LOC121427448:Hypp-1013
LOC121427687,LOC121427687:Hypp-974
LOC121427326,LOC121427326:Necap1
LOC121427190,LOC121427190:Pi3kp110-1
LOC121428084,LOC121428084:Ap2m1
LOC121428086,LOC121428086:NA
LOC121427720,LOC121427720:Riz
LOC121427380,LOC121427380:Rer1h
LOC121427396,LOC121427396:Kiaa0406L
